run_id,episode_id,query_idx,h,action_slot,video_frame_index,query_state_phase,phase_coarse,phase_task,phase_source,phase_confidence
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,2,17,65,65,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,2,18,66,66,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,2,19,67,67,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,2,20,68,68,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,2,21,69,69,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,2,22,70,70,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,2,23,71,71,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,0,72,72,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,1,73,73,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,2,74,74,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,3,75,75,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,4,76,76,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,5,77,77,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,6,78,78,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,7,79,79,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,8,80,80,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,9,81,81,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,10,82,82,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,11,83,83,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,12,84,84,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,13,85,85,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,14,86,86,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,15,87,87,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,16,88,88,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,17,89,89,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,18,90,90,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,19,91,91,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,20,92,92,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,21,93,93,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,22,94,94,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,3,23,95,95,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,0,96,96,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,1,97,97,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,2,98,98,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,3,99,99,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,4,100,100,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,5,101,101,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,6,102,102,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,7,103,103,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,8,104,104,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,9,105,105,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,10,106,106,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,11,107,107,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,12,108,108,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,13,109,109,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,14,110,110,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,15,111,111,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,16,112,112,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,17,113,113,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,18,114,114,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,19,115,115,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,20,116,116,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,21,117,117,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,22,118,118,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,3,4,23,119,119,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,0,0,0,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,1,1,1,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,2,2,2,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,3,3,3,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,4,4,4,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,5,5,5,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,6,6,6,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,7,7,7,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,8,8,8,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,9,9,9,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,10,10,10,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,11,11,11,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,12,12,12,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,13,13,13,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,14,14,14,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,15,15,15,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,16,16,16,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,17,17,17,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,18,18,18,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,19,19,19,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,20,20,20,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,21,21,21,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,22,22,22,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,0,23,23,23,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,0,24,24,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,1,25,25,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,2,26,26,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,3,27,27,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,4,28,28,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,5,29,29,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,6,30,30,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,7,31,31,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,8,32,32,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,9,33,33,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,10,34,34,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,11,35,35,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,12,36,36,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,13,37,37,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,14,38,38,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,15,39,39,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,16,40,40,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,17,41,41,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,18,42,42,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,19,43,43,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,20,44,44,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,21,45,45,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,22,46,46,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,1,23,47,47,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,0,48,48,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,1,49,49,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,2,50,50,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,3,51,51,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,4,52,52,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,5,53,53,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,6,54,54,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,7,55,55,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,8,56,56,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,9,57,57,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,10,58,58,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,11,59,59,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,12,60,60,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,13,61,61,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,14,62,62,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,15,63,63,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,16,64,64,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,17,65,65,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,18,66,66,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,19,67,67,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,20,68,68,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,21,69,69,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,22,70,70,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,2,23,71,71,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,0,72,72,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,1,73,73,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,2,74,74,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,3,75,75,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,4,76,76,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,5,77,77,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,6,78,78,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,7,79,79,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,8,80,80,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,9,81,81,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,10,82,82,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,11,83,83,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,12,84,84,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,13,85,85,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,14,86,86,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,15,87,87,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,16,88,88,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,17,89,89,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,18,90,90,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,19,91,91,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,20,92,92,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,21,93,93,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,22,94,94,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,3,23,95,95,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,0,96,96,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,1,97,97,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,2,98,98,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,3,99,99,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,4,100,100,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,5,101,101,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,6,102,102,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,7,103,103,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,8,104,104,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,9,105,105,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,10,106,106,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,11,107,107,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,12,108,108,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,13,109,109,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,14,110,110,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,15,111,111,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,16,112,112,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,17,113,113,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,18,114,114,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,4,4,19,115,115,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,0,0,0,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,1,1,1,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,2,2,2,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,3,3,3,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,4,4,4,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,5,5,5,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,6,6,6,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,7,7,7,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,8,8,8,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,9,9,9,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,10,10,10,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,11,11,11,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,12,12,12,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,13,13,13,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,14,14,14,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,15,15,15,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,16,16,16,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,17,17,17,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,18,18,18,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,19,19,19,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,20,20,20,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,21,21,21,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,22,22,22,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,0,23,23,23,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,0,24,24,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,1,25,25,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,2,26,26,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,3,27,27,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,4,28,28,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,5,29,29,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,6,30,30,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,7,31,31,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,8,32,32,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,9,33,33,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,10,34,34,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,11,35,35,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,12,36,36,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,13,37,37,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,14,38,38,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,15,39,39,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,16,40,40,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,17,41,41,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,18,42,42,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,19,43,43,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,20,44,44,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,21,45,45,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,22,46,46,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,1,23,47,47,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,0,48,48,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,1,49,49,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,2,50,50,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,3,51,51,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,4,52,52,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,5,53,53,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,6,54,54,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,7,55,55,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,8,56,56,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,9,57,57,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,10,58,58,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,11,59,59,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,12,60,60,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,13,61,61,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,14,62,62,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,15,63,63,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,16,64,64,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,17,65,65,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,18,66,66,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,19,67,67,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,20,68,68,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,21,69,69,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,22,70,70,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,2,23,71,71,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,0,72,72,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,1,73,73,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,2,74,74,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,3,75,75,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,4,76,76,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,5,77,77,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,6,78,78,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,7,79,79,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,8,80,80,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,9,81,81,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,10,82,82,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,11,83,83,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,12,84,84,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,13,85,85,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,14,86,86,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,15,87,87,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,16,88,88,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,17,89,89,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,18,90,90,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,19,91,91,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,20,92,92,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,21,93,93,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,22,94,94,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,3,23,95,95,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,0,96,96,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,1,97,97,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,2,98,98,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,3,99,99,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,4,100,100,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,5,101,101,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,6,102,102,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,7,103,103,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,8,104,104,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,9,105,105,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,10,106,106,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,11,107,107,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,12,108,108,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,13,109,109,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,5,4,14,110,110,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,0,0,0,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,1,1,1,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,2,2,2,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,3,3,3,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,4,4,4,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,5,5,5,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,6,6,6,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,7,7,7,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,8,8,8,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,9,9,9,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,10,10,10,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,11,11,11,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,12,12,12,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,13,13,13,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,14,14,14,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,15,15,15,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,16,16,16,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,17,17,17,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,18,18,18,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,19,19,19,,,,,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,6,0,20,20,20,,,,,
